ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO,ID_hecho,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,AÑO,DIA_SEMANA,Categoria_Participante,FALLECIMIENTO_MISMO_DIA
2018-0072,1,2018-07-11,2018,7,11,13:15:00,13,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,-58.48267426,-34.68454456,MOTO-CARGAS,MOTO,CARGAS,2018-0072,CONDUCTOR,MASCULINO,27,2018-07-13,2018,Wednesday,MOTO,0
2018-0073,1,2018-07-11,2018,7,11,15:45:00,15,"Iriarte, Gral. Av. 3400",AVENIDA,"IRIARTE, GRAL. AV.","IRIARTE, GRAL. AV. 3400",4,-58.39546165,-34.65168841,PEATON-CARGAS,PEATON,CARGAS,2018-0073,PEATON,FEMENINO,67,2018-07-11,2018,Wednesday,PEATON,1
2018-0074,1,2018-07-14,2018,7,14,06:04:00,6,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. 2968",7,-58.46941984,-34.63376545,AUTO-CARGAS,AUTO,CARGAS,2018-0074,CONDUCTOR,MASCULINO,25,2018-07-14,2018,Saturday,AUTO,1
2018-0075,1,2018-07-15,2018,7,15,07:30:00,7,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-58.40367321,-34.58129246,PEATON-AUTO,PEATON,AUTO,2018-0075,PEATON,MASCULINO,23,2018-07-15,2018,Sunday,PEATON,1
2018-0076,1,2018-07-16,2018,7,16,09:30:00,9,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE","CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS,2018-0076,CONDUCTOR,MASCULINO,73,2018-07-16,2018,Monday,AUTO,1
2018-0077,1,2018-07-16,2018,7,16,23:15:00,23,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.","URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS,2018-0077,CONDUCTOR,MASCULINO,58,2018-07-17,2018,Monday,AUTO,0
2018-0078,1,2018-07-21,2018,7,21,06:15:00,6,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO,2018-0078,PEATON,MASCULINO,27,2018-07-21,2018,Saturday,PEATON,1
2018-0079,1,2018-07-23,2018,7,23,07:15:00,7,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,DE LOS CORRALES AV.,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS,2018-0079,PEATON,MASCULINO,42,2018-07-23,2018,Monday,PEATON,1
2018-0080,1,2018-07-25,2018,7,25,22:22:00,22,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.6590353,PEATON-AUTO,PEATON,AUTO,2018-0080,PEATON,MASCULINO,26,2018-07-25,2018,Wednesday,PEATON,1
2018-0081,1,2018-07-29,2018,7,29,06:30:00,6,Castañares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE,2018-0081,PEATON,MASCULINO,35,2018-07-29,2018,Sunday,MULTIPLE,1
2018-0082,1,2018-08-01,2018,8,1,15:53:00,15,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS,2018-0082,CONDUCTOR,FEMENINO,17,2018-08-01,2018,Wednesday,MOTO,1
2018-0083,1,2018-08-02,2018,8,2,05:20:00,5,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS,2018-0083,CONDUCTOR,MASCULINO,42,2018-08-02,2018,Thursday,MOTO,1
2018-0084,1,2018-08-03,2018,8,3,07:25:00,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.","MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS,2018-0084,PEATON,MASCULINO,45,2018-08-03,2018,Friday,PEATON,1
2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,2018-0085,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2018-08-03,2018,Friday,MOTO,1
2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,2018-0085,CONDUCTOR,MASCULINO,30,2018-08-03,2018,Friday,MOTO,1
2018-0086,1,2018-08-10,2018,8,10,21:44:00,21,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0086,PEATON,MASCULINO,40,2018-08-10,2018,Friday,PEATON,1
2018-0087,1,2018-08-15,2018,8,15,19:20:00,19,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,PAVON AV. y COLOMBRES,5,-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0087,PEATON,MASCULINO,75,2018-08-20,2018,Wednesday,PEATON,0
2018-0088,1,2018-08-17,2018,8,17,16:36:00,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO-CARGAS,MOTO,CARGAS,2018-0088,CONDUCTOR,MASCULINO,42,2018-08-17,2018,Friday,MOTO,1
2018-0089,1,2018-08-17,2018,8,17,17:56:00,17,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0089,PEATON,MASCULINO,80,2018-08-17,2018,Friday,PEATON,1
2018-0090,1,2018-08-18,2018,8,18,10:34:00,10,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y PERGAMINO,8,-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO,2018-0090,CONDUCTOR,MASCULINO,27,2018-08-18,2018,Saturday,MOTO,1
2018-0091,1,2018-08-19,2018,8,19,18:47:00,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO,2018-0091,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2018-08-19,2018,Sunday,AUTO,1
2018-0092,1,2018-08-20,2018,8,20,08:20:00,8,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,CORDOBA AV. y GASCON,14,-58.4233693,-34.59774487,MOTO-AUTO,MOTO,AUTO,2018-0092,CONDUCTOR,MASCULINO,23,2018-08-20,2018,Monday,MOTO,1
2018-0093,1,2018-08-20,2018,8,20,08:41:00,8,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,15 DE NOVIEMBRE DE 1889 1513,1,-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0093,PEATON,MASCULINO,24,2018-08-20,2018,Monday,PEATON,1
2018-0094,1,2018-08-23,2018,8,23,05:35:00,5,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO","SALGUERO, JERONIMO y BERUTI",14,-58.4116902,-34.5857988,MOTO-PASAJEROS,MOTO,PASAJEROS,2018-0094,CONDUCTOR,MASCULINO,32,2018-08-23,2018,Thursday,MOTO,1
2018-0095,1,2018-08-26,2018,8,26,00:59:00,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO,2018-0095,PASAJERO_ACOMPAÑANTE,FEMENINO,49,2018-08-26,2018,Sunday,AUTO,1
2018-0096,1,2018-08-31,2018,8,31,22:20:00,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO,2018-0096,PEATON,MASCULINO,39,2018-08-31,2018,Friday,PEATON,1
2018-0097,1,2018-09-02,2018,9,2,10:50:00,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115,AUTO-MOVIL,AUTO,OTRO,2018-0097,CONDUCTOR,FEMENINO,35,2018-09-02,2018,Sunday,AUTO,1
2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,2018-0098,CONDUCTOR,MASCULINO,55,2018-09-09,2018,Sunday,AUTO,1
2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,2018-0098,PASAJERO_ACOMPAÑANTE,MASCULINO,54,2018-09-09,2018,Sunday,AUTO,1
2018-0099,1,2018-09-12,2018,9,12,14:25:00,14,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0099,PEATON,MASCULINO,18,2018-09-13,2018,Wednesday,PEATON,0
2018-0100,1,2018-09-20,2018,9,20,10:30:00,10,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.","RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-58.36217754,-34.62367156,MOTO-AUTO,MOTO,AUTO,2018-0100,SD,FEMENINO,33,2018-09-20,2018,Thursday,MOTO,1
2018-0101,1,2018-09-21,2018,9,21,00:15:00,0,"Paz, Gral. Av. y Zapiola",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ZAPIOLA",12,-58.48098594,-34.5407313,MULTIPLE,AUTO,MULTIPLE,2018-0101,CONDUCTOR,MASCULINO,42,2018-09-21,2018,Friday,MULTIPLE,1
2018-0102,1,2018-09-21,2018,9,21,00:30:00,0,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,"FAMATINA y TABORDA, DIOGENES",4,-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO,2018-0102,CONDUCTOR,MASCULINO,20,2018-09-21,2018,Friday,MOTO,1
2018-0103,1,2018-09-27,2018,9,27,17:51:00,17,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO,2018-0103,PEATON,MASCULINO,1,2018-09-29,2018,Thursday,PEATON,0
2018-0104,1,2018-10-01,2018,10,1,08:58:00,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO,2018-0104,CONDUCTOR,MASCULINO,22,2018-10-01,2018,Monday,MOTO,1
2018-0105,1,2018-10-03,2018,10,3,18:12:00,18,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0105,PEATON,FEMENINO,56,2018-10-03,2018,Wednesday,PEATON,1
2018-0106,1,2018-10-04,2018,10,4,22:02:00,22,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO,2018-0106,CONDUCTOR,MASCULINO,27,2018-10-04,2018,Thursday,MOTO,1
2018-0107,1,2018-10-06,2018,10,6,14:20:00,14,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y JUJUY AV.,3,-58.4059686,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0107,PEATON,FEMENINO,62,2018-10-06,2018,Saturday,PEATON,1
2018-0108,1,2018-10-09,2018,10,9,14:00:00,14,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO,2018-0108,CONDUCTOR,MASCULINO,37,2018-10-10,2018,Tuesday,MOTO,0
2018-0109,1,2018-10-10,2018,10,10,22:12:00,22,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,"TUCUMAN y ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0109,PEATON,MASCULINO,34,2018-10-10,2018,Wednesday,PEATON,1
2018-0110,1,2018-10-13,2018,10,13,03:05:00,3,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,"CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO,2018-0110,PEATON,MASCULINO,60,2018-10-14,2018,Saturday,PEATON,0
2018-0111,1,2018-10-19,2018,10,19,12:13:00,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS,2018-0111,CONDUCTOR,MASCULINO,28,2018-10-19,2018,Friday,MOTO,1
2018-0112,1,2018-10-24,2018,10,24,09:18:00,9,Muñecas y Serrano,CALLE,MU?ECAS,MUÃ‘ECAS y SERRANO,15,-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS,2018-0112,CONDUCTOR,FEMENINO,28,2018-10-24,2018,Wednesday,MOTO,1
2018-0113,1,2018-10-25,2018,10,25,11:00:00,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.","ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS,2018-0113,CONDUCTOR,MASCULINO,20,2018-10-25,2018,Thursday,MOTO,1
2018-0114,1,2018-10-30,2018,10,30,02:15:00,2,Solis e Independencia Av.,AVENIDA,SOLIS,SOLIS e INDEPENDENCIA AV.,1,-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO,2018-0114,CONDUCTOR,MASCULINO,23,2018-10-30,2018,Tuesday,MOTO,1
2018-0115,1,2018-10-31,2018,10,31,12:30:00,12,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA","BOSCH, VENTURA y PAZ, GRAL. AV.",9,-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0115,PEATON,MASCULINO,42,2018-11-01,2018,Wednesday,PEATON,0
2018-0116,1,2018-11-01,2018,11,1,10:50:00,10,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 14800",8,-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS,2018-0116,PEATON,MASCULINO,48,2018-11-08,2018,Thursday,PEATON,0
2018-0117,1,2018-11-04,2018,11,4,08:15:00,8,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 5321",9,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO,2018-0117,CONDUCTOR,MASCULINO,30,2018-11-08,2018,Sunday,MOTO,0
2018-0118,1,2018-11-05,2018,11,5,14:49:00,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL","PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO,2018-0118,PEATON,FEMENINO,80,2018-11-05,2018,Monday,PEATON,1
2018-0119,1,2018-11-05,2018,11,5,22:35:00,22,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-58.43613623,-34.66292532,PEATON-SD,PEATON,CARGAS,2018-0119,PEATON,FEMENINO,32,2018-11-06,2018,Monday,PEATON,0
2018-0120,1,2018-11-09,2018,11,9,13:34:00,13,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,MONROE y ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO,2018-0120,PEATON,FEMENINO,51,2018-11-20,2018,Friday,PEATON,0
2018-0121,1,2018-11-09,2018,11,9,16:32:00,16,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MANZONI,10,-58.49945705,-34.6374328,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0121,PEATON,FEMENINO,72,2018-11-09,2018,Friday,PEATON,1
2018-0122,1,2018-11-12,2018,11,12,01:00:00,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO,2018-0122,CONDUCTOR,MASCULINO,33,2018-11-12,2018,Monday,AUTO,1
2018-0123,1,2018-11-12,2018,11,12,03:32:00,3,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.5025179,-34.67450313,AUTO-SD,AUTO,PASAJEROS,2018-0123,CONDUCTOR,MASCULINO,25,2018-11-12,2018,Monday,AUTO,1
2018-0124,1,2018-11-15,2018,11,15,19:40:00,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CARGAS,2018-0124,CONDUCTOR,MASCULINO,44,2018-11-15,2018,Thursday,CARGAS,1
2018-0125,1,2018-11-16,2018,11,16,21:12:00,21,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,SAENZ AV. y VENTANA,4,-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0125,PEATON,MASCULINO,29,2018-11-17,2018,Friday,PEATON,0
2018-0126,1,2018-11-18,2018,11,18,12:11:00,12,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO,2018-0126,CONDUCTOR,MASCULINO,27,2018-11-23,2018,Sunday,MOTO,0
2018-0127,1,2018-11-19,2018,11,19,09:14:00,9,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO,2018-0127,CONDUCTOR,MASCULINO,29,2018-11-19,2018,Monday,MOTO,1
2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,2018-0128,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2018-11-25,2018,Sunday,AUTO,1
2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,2018-0128,PASAJERO_ACOMPAÑANTE,FEMENINO,39,2018-11-25,2018,Sunday,AUTO,1
2018-0129,1,2018-11-28,2018,11,28,04:01:00,4,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.","NEWBERY, JORGE AV. y GUEVARA",15,-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS,2018-0129,CONDUCTOR,MASCULINO,37,2018-11-30,2018,Wednesday,MOTO,0
2018-0130,1,2018-12-03,2018,12,3,03:00:00,3,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,GAONA AV. y SEGUROLA AV.,10,-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS,2018-0130,CONDUCTOR,MASCULINO,42,2018-12-03,2018,Monday,MOTO,1
2018-0131,1,2018-12-07,2018,12,7,19:10:00,19,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.","MADERO, EDUARDO AV. 550",1,-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS,2018-0131,CONDUCTOR,MASCULINO,29,2018-12-07,2018,Friday,MOTO,1
2018-0132,1,2018-12-12,2018,12,12,08:26:00,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534,PEATON-CARGAS,PEATON,CARGAS,2018-0132,PEATON,MASCULINO,70,2018-12-12,2018,Wednesday,PEATON,1
2018-0133,1,2018-12-12,2018,12,12,14:07:00,14,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS,2018-0133,PEATON,FEMENINO,60,2018-12-12,2018,Wednesday,PEATON,1
2018-0134,1,2018-12-12,2018,12,12,21:00:00,21,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,LA PLATA AV. y CASEROS AV.,7,-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO,2018-0134,PEATON,MASCULINO,56,2018-12-13,2018,Wednesday,PEATON,0
2018-0135,1,2018-12-18,2018,12,18,14:40:00,14,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,BELGRANO AV. y PERU,1,-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0135,PEATON,MASCULINO,80,2018-12-22,2018,Tuesday,PEATON,0
2018-0136,1,2018-12-18,2018,12,18,15:42:00,15,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 7013,7,-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS,2018-0136,PEATON,FEMENINO,70,2018-12-18,2018,Tuesday,PEATON,1
2018-0137,1,2018-12-18,2018,12,18,20:15:00,20,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO","ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS,2018-0137,PASAJERO_ACOMPAÑANTE,MASCULINO,29,2018-12-19,2018,Tuesday,MOTO,0
2018-0138,1,2018-12-21,2018,12,21,09:30:00,9,Bermudez 1893,CALLE,BERMUDEZ,BERMUDEZ 1893,10,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,2018-0138,PASAJERO_ACOMPAÑANTE,FEMENINO,79,2018-12-21,2018,Friday,PASAJEROS,1
2018-0139,1,2018-12-22,2018,12,22,06:30:00,6,Santander 1974,CALLE,SANTANDER,SANTANDER 1974,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO,2018-0139,PASAJERO_ACOMPAÑANTE,MASCULINO,28,2018-12-24,2018,Saturday,MOTO,0
2018-0140,1,2018-12-22,2018,12,22,08:05:00,8,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,LANTERI JULIETA 1400,1,-58.3600465,-34.61381341,AUTO-AUTO,AUTO,AUTO,2018-0140,CONDUCTOR,MASCULINO,78,2018-12-22,2018,Saturday,AUTO,1
2018-0141,1,2018-12-22,2018,12,22,17:40:00,17,Maza y Av. Independencia,AVENIDA,MAZA,MAZA e INDEPENDENCIA AV.,5,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO,2018-0141,PEATON,MASCULINO,75,2018-12-24,2018,Saturday,PEATON,0
2018-0142,1,2018-12-25,2018,12,25,13:30:00,13,"PAZ, GRAL. AV. 5172",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS,2018-0142,PASAJERO_ACOMPAÑANTE,MASCULINO,32,2019-01-01,2018,Tuesday,CARGAS,0
2018-0143,1,2018-12-29,2018,12,29,05:25:00,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO,2018-0143,CONDUCTOR,MASCULINO,22,2018-12-29,2018,Saturday,MOTO,1
